fila_excel,nombre,alias,tipo,detalle_cliente,categoria,sitio_web,anios_participacion,logo_archivo,logo_nombre_original,logo_drive_url,logo_descarga_directa,observacion
2,A.B.C. PRODEIN,,,Socia,Organizaciones participantes,www.prodein.org,"2024, 2025",a-b-c-prodein.jpg,abc_prodein.jpg,https://drive.google.com/file/d/18GSJEgQ4Pfxy8M0JQDpHaVTZbFYlKK69/view?usp=drive_link,https://drive.google.com/uc?export=download&id=18GSJEgQ4Pfxy8M0JQDpHaVTZbFYlKK69,
3,ALDEAS INFANTILES SOS,,,Socia,Organizaciones participantes,www.aldeasinfantilessos.cl,2025,aldeas-infantiles-sos.png,Aldeas-Infantiles-SOS-Chile.png,https://drive.google.com/file/d/1LhokislQ9LWEfpLMUNPhbCxAgPBNnAPw/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1LhokislQ9LWEfpLMUNPhbCxAgPBNnAPw,
4,AVANZA INCLUSIÓN,,,Socia,Organizaciones participantes,www.avanzainclusion.cl,"2024, 2025",avanza-inclusion.jpeg,Avanza Inclusión.jpeg,https://drive.google.com/file/d/1tRptNiMJ3br1U96rj4pSY1S9x6tx_byy/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1tRptNiMJ3br1U96rj4pSY1S9x6tx_byy,
5,ASPADE - ASOCIACIÓN DE PADRES Y AMIGOS DE PERSONAS CON DÉFICIT,,,Socia,Organizaciones participantes,http://www.aspade.cl/,"2024, 2025",aspade-asociacion-de-padres-y-amigos-de-personas-con-deficit.png,Corporación Aspade .png,https://drive.google.com/file/d/13nqveEwuJZTSkWsWBmQIlFkwvkiCfKI1/view?usp=drive_link,https://drive.google.com/uc?export=download&id=13nqveEwuJZTSkWsWBmQIlFkwvkiCfKI1,
6,FUNDACIÓN PERSEVERA,,,Socia,Organizaciones participantes,https://fundacionpersevera.cl/,2025,fundacion-persevera.png,Fundación Persevera.png,https://drive.google.com/file/d/1ZuJAQpHB4ApBh8gugwNrWSipJf18FdcE/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1ZuJAQpHB4ApBh8gugwNrWSipJf18FdcE,
7,FUNDACIÓN SENDAS,,,Socia,Organizaciones participantes,www.fundacionsendas.cl,2025,fundacion-sendas.jpg,SENDAS.jpg,https://drive.google.com/file/d/18UbDy1MIOFTqutXaRZX0bJTo2EofWShy/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=18UbDy1MIOFTqutXaRZX0bJTo2EofWShy,
8,CENFA - CENTRO NACIONAL DE LA FAMILIA,,,Socia,Organizaciones participantes,www.cenfa.cl,2025,cenfa-centro-nacional-de-la-familia.png,CENFA.png,https://drive.google.com/file/d/1LiKQNb7fHcRACaKQZInKrQIcHo2BjWtr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1LiKQNb7fHcRACaKQZInKrQIcHo2BjWtr,
9,CLUB DE LEONES CRUZ DEL SUR - PUNTA ARENAS,,,Socia,Organizaciones participantes,https://leonescruzdelsur.cl/,2025,club-de-leones-cruz-del-sur-punta-arenas.png,CLUB de Leones CRUZ DEL SUR.pngk,https://drive.google.com/file/d/1EuzbvLAPHxd2Cc5_ewOAWTauwi678UKD/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EuzbvLAPHxd2Cc5_ewOAWTauwi678UKD,"extensión .pngk en el Excel, se asume .png"
10,CORPORACIÓN ABRIENDO PUERTAS,,,Socia,Organizaciones participantes,www.corporacionabriendopuertas.cl,2025,corporacion-abriendo-puertas.jpeg,Corporación Abriendo Puertas.jpeg,https://drive.google.com/file/d/1Y_KZEOLrcPeUcW8E6Y6QbmMIrPretJZ8/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Y_KZEOLrcPeUcW8E6Y6QbmMIrPretJZ8,
11,CORPORACIÓN ATRAPASUEÑOS,,,Socia,Organizaciones participantes,www.atrapasueños.cl,2025,corporacion-atrapasuenos.png,Atrapasueños.png,https://drive.google.com/file/d/1zr7yALkHJRskm2hvAKHRLmv4_vG3hlXU/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1zr7yALkHJRskm2hvAKHRLmv4_vG3hlXU,
12,CORPORACIÓN CO-EMPRENDE,,,Socia,Organizaciones participantes,https://coemprende.cl/,2025,corporacion-co-emprende.png,Corporación Co-emprende.png,https://drive.google.com/file/d/1wpvaaADh_hq6vWLxv8svQ8dy5aDeJOzk/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1wpvaaADh_hq6vWLxv8svQ8dy5aDeJOzk,
13,CORPORACIÓN CONSTRUYENDO MIS SUEÑOS,,,Socia,Organizaciones participantes,www.construyendomissuenos.cl,2025,corporacion-construyendo-mis-suenos.png,Construyendo Mis Sueños.png,https://drive.google.com/file/d/1c9vdrqGUgP28KMJyPq9k0djR87yND_dD/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1c9vdrqGUgP28KMJyPq9k0djR87yND_dD,
14,CORPORACIÓN CULTIVA,,,Socia,Organizaciones participantes,www.cultiva.cl,"2024, 2025",corporacion-cultiva.png,Cultiva (1).png Cultiva.png,https://drive.google.com/file/d/16QS6YBSHztXf0Juz2p-FyqEXWleiM4UA/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=16QS6YBSHztXf0Juz2p-FyqEXWleiM4UA,la celda nombra varios archivos; el enlace de Drive apunta a uno solo
15,COAR - CORPORACIÓN DE AMIGOS DEL HOSPITAL ROBERTO DEL RIO,,,Socia,Organizaciones participantes,www.coar.cl,2025,coar-corporacion-de-amigos-del-hospital-roberto-del-rio.png,COAR.png,https://drive.google.com/file/d/1BYuneSbAAxANjima0_C_7AGbGlLRNiM0/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1BYuneSbAAxANjima0_C_7AGbGlLRNiM0,
16,CORPORACIÓN MAÑANA,,,Socia,Organizaciones participantes,www.corporacionmanana.cl,2025,corporacion-manana.png,Corporación Mañana.png,https://drive.google.com/file/d/1JYzex653-qeI5DtVtuEsDPKeptrcJgIb/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1JYzex653-qeI5DtVtuEsDPKeptrcJgIb,
17,CORPEB - CORPORACIÓN ESPINA BÍFIDA,,,Socia,Organizaciones participantes,www.corpeb.cl,"2024, 2025, 2026",corpeb-corporacion-espina-bifida.png,Corporacion Espina Bifida.png,https://drive.google.com/file/d/1W8ugprDdcbsMpZUdb8eE67ak5FWHDU9l/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1W8ugprDdcbsMpZUdb8eE67ak5FWHDU9l,
18,CORPALIV,,,Socia,Organizaciones participantes,www.corpaliv.cl,2025,corpaliv.png,CORPALIV.png,https://drive.google.com/file/d/1B6fj6yCBRdybTM44M53sDdiS5BE-CuC1/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1B6fj6yCBRdybTM44M53sDdiS5BE-CuC1,
19,CORPOEACIÓN ASPAUT,,,Socia,Organizaciones participantes,www.corporacionaspaut.cl,2025,corpoeacion-aspaut.jpg,Corporación Educacional Aspaut Viña del Mar.jpg,https://drive.google.com/file/d/1CRG3J84K_yUf1m5_7J8OVkYYwewrChIR/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1CRG3J84K_yUf1m5_7J8OVkYYwewrChIR,
20,CORPORACIÓN EDUCACIONAL EMPRENDER,,,Socia,Organizaciones participantes,www.emprender.cl,2025,corporacion-educacional-emprender.jpeg,Colegio Emprender Temuco.jpeg,https://drive.google.com/file/d/1LqkYgR6XM96aRN5cbyC7-ci1bzEcHCGv/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1LqkYgR6XM96aRN5cbyC7-ci1bzEcHCGv,
21,CEMAIPO,,,Socia,Organizaciones participantes,https://www.cemaipo.cl/,"2024, 2025",cemaipo.jpg,cemaipo_20anios.jpg,https://drive.google.com/file/d/1GXcd1u8t0DqdJDq9BwDMyo7fVh1nGNH3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1GXcd1u8t0DqdJDq9BwDMyo7fVh1nGNH3,
22,CORPORACIÓN ESCUCHAR,,,Socia,Organizaciones participantes,https://www.corporacionescuchar.cl/,"2024, 2025",corporacion-escuchar.png,Corporación Escuchar.png,https://drive.google.com/file/d/1WfBpFwL6M6P_LU5_ciq-HI6IDu_CcVvB/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1WfBpFwL6M6P_LU5_ciq-HI6IDu_CcVvB,
23,CORPORACIÓN ESPACIO APAPACHO,,,Socia,Organizaciones participantes,https://espacioapapacho.cl/,2025,corporacion-espacio-apapacho.png,Corporación Espacio Apapacho.png,https://drive.google.com/file/d/1NQ0tjMKmNngJNkNPspU3ppzxsw-eA3CU/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1NQ0tjMKmNngJNkNPspU3ppzxsw-eA3CU,
24,CORPORACIÓN FORMANDO CHILE,,,Socia,Organizaciones participantes,www.formandochile.cl,2025,corporacion-formando-chile.jpg,Formando Chile.jpg,https://drive.google.com/file/d/1oAxcBmvcb1-zAjYDzBD2wjw3SYK1Bmv7/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1oAxcBmvcb1-zAjYDzBD2wjw3SYK1Bmv7,
25,CORPORACIÓN JESÚS NIÑO,,,Socia,Organizaciones participantes,www.corporacionjesusnino.cl,"2024, 2025",corporacion-jesus-nino.png,Corporación Jesús Niño.png,https://drive.google.com/file/d/1XKoy3nbcsKt3yPSqDsII95ayfBd3C2D9/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1XKoy3nbcsKt3yPSqDsII95ayfBd3C2D9,
26,CORPORACIÓN LA ESPERANZA,,,Socia,Organizaciones participantes,www.corporacionesperanza.cl,"2024, 2025",corporacion-la-esperanza.png,Corporación la Esperanza.png,https://drive.google.com/file/d/1K3JutHSkqvxIVKr4MexhuOSrQt4j06sX/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1K3JutHSkqvxIVKr4MexhuOSrQt4j06sX,
27,CORPORACIÓN LA GRANJA,,,Socia,Organizaciones participantes,www.corporacionlagranja.cl,2025,corporacion-la-granja.png,Corporación La Granja.png,https://drive.google.com/file/d/1ODzXDeQp6EXNdD2mB8orGrMUQ6WLI1kz/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1ODzXDeQp6EXNdD2mB8orGrMUQ6WLI1kz,
28,CORPORACIÓN MOVILIZA,,,Socia,Organizaciones participantes,www.movilizachile.org,2025,corporacion-moviliza.jpeg,Corporación Moviliza.jpeg,https://drive.google.com/file/d/1tFLokg2XIDulLtCt0T0yZKB3VpZc4ZRQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1tFLokg2XIDulLtCt0T0yZKB3VpZc4ZRQ,
29,CORPORACIÓN NUESTRA CASA,,,Socia,Organizaciones participantes,www.nuestra-casa.cl,2025,corporacion-nuestra-casa.png,Corporación Nuestra casa.png,https://drive.google.com/file/d/1zc5AC0szjSvzlCjXxSOLeyALA-kFPNuU/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1zc5AC0szjSvzlCjXxSOLeyALA-kFPNuU,
30,CIDEVI,,,Socia,Organizaciones participantes,https://cidevichile.cl/,2025,cidevi.jpg,CIDEVI.jpg,https://drive.google.com/file/d/1GDQnWoRWGLdFZoSpi76gE1zxPEExoeAk/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1GDQnWoRWGLdFZoSpi76gE1zxPEExoeAk,
31,CORPORACIÓN SIMÓN DE CIRENE,,,Socia,Organizaciones participantes,www.simondecirene.cl,2025,corporacion-simon-de-cirene.png,Corporación Simón de Cirene.png,https://drive.google.com/file/d/1CpmjS9fms0BVvuEaKApcKfnk2rE4hrux/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1CpmjS9fms0BVvuEaKApcKfnk2rE4hrux,
32,UNITED WAY CHILE,,,Socia,Organizaciones participantes,www.unitedway.cl,2025,united-way-chile.png,United Way Chile.png United Way Chile 2.png,https://drive.google.com/file/d/1-aGeucrS-INvtLyHNnhfOlSiCwCSKX4F/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1-aGeucrS-INvtLyHNnhfOlSiCwCSKX4F,la celda nombra varios archivos; el enlace de Drive apunta a uno solo
33,CORPORACIÓN YO MUJER,,,Socia,Organizaciones participantes,www.corporacionyomujer.cl,2025,corporacion-yo-mujer.jpg,Corporación Yo Mujer.jpg,https://drive.google.com/file/d/1w8YAxrEeFIcmfy1_Q8lHa7XOe6DKXRaX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1w8YAxrEeFIcmfy1_Q8lHa7XOe6DKXRaX,
34,FUNDACIÓN 7 SUEÑOS,,,Socia,Organizaciones participantes,www.f7s.cl,2025,fundacion-7-suenos.png,Fundación 7 sueños.png,https://drive.google.com/file/d/12o7nC4Ju5Nb3XmMEoANCXl3NYhcdn5QF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=12o7nC4Ju5Nb3XmMEoANCXl3NYhcdn5QF,
35,FUNDACIÓN ABRÁZAME,,,Socia,Organizaciones participantes,www.abrazame.cl,2025,fundacion-abrazame.jpeg,Fundación abrázame.jpeg,https://drive.google.com/file/d/1A9KtYk1t_8eX1jZLalz5i06aDv28Jjh4/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1A9KtYk1t_8eX1jZLalz5i06aDv28Jjh4,
36,FUNDACIÓN ABRAZARTE,,,Socia,Organizaciones participantes,www.fundacionabrazarte.cl,2025,fundacion-abrazarte.png,ABRAZARTE.png,https://drive.google.com/file/d/17GA5JCH5_Y43Fkc-jTP274E7VstKKkeg/view?usp=drive_link,https://drive.google.com/uc?export=download&id=17GA5JCH5_Y43Fkc-jTP274E7VstKKkeg,
37,FUNDACIÓN ABRAZO FRATERNO,,,Socia,Organizaciones participantes,www.fundacionabrazofraterno.cl/,2024,fundacion-abrazo-fraterno.png,Fundación abrazo fraterno logo.png,https://drive.google.com/file/d/10Zg7Tpdxn35vGFVd7-qWSU90eWkf9Y9N/view?usp=sharing,https://drive.google.com/uc?export=download&id=10Zg7Tpdxn35vGFVd7-qWSU90eWkf9Y9N,
38,FUNDACIÓN ACOMPAÑANDO PASOS,,,Socia,Organizaciones participantes,https://acompanandopasos.cl/,"2024, 2025",fundacion-acompanando-pasos.png,Fundación Acompañando Pasos.png,https://drive.google.com/file/d/1Jnp7X2ruHSfurnjoWZT2b_pndvcpxuNF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Jnp7X2ruHSfurnjoWZT2b_pndvcpxuNF,
39,FUNDACIÓN AFRICA DREAM,,,Socia,Organizaciones participantes,www.africadream.cl,2025,fundacion-africa-dream.png,Fundación Africa Dream.png,https://drive.google.com/file/d/1_HnsxChfZYpXFt2PeCc4raI5glFqdC1W/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1_HnsxChfZYpXFt2PeCc4raI5glFqdC1W,
40,FUNDACIÓN ALCANZABLE,,,Socia,Organizaciones participantes,https://www.alcanzable.cl/,"2024, 2025",fundacion-alcanzable.png,Fundación Alcanzable.png,https://drive.google.com/file/d/1OSEaB_5E9kWW8xqIkojpvSZZ7HxJrkuS/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1OSEaB_5E9kWW8xqIkojpvSZZ7HxJrkuS,
41,FUNDAL,,,Socia,Organizaciones participantes,https://fundal.cl/,2025,fundal.jpg,Fundal.jpg,https://drive.google.com/file/d/1zI5vHiSY_sj5THAWO9DmFlSdTGN8cfkR/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1zI5vHiSY_sj5THAWO9DmFlSdTGN8cfkR,
42,FUNDACIÓN AMIGOS DE JESÚS,,,Socia,Organizaciones participantes,www.amigosdejesus.cl,2024,fundacion-amigos-de-jesus.jpeg,F. Amigos de Jesus.jpeg,https://drive.google.com/file/d/1T42PiFEyOE7EsKdygYSmbJpAEyzC1ldd/view?usp=sharing,https://drive.google.com/uc?export=download&id=1T42PiFEyOE7EsKdygYSmbJpAEyzC1ldd,
43,FUNDACIÓN AMIGOS POR SIEMPRE,,,Socia,Organizaciones participantes,www.fundacionamigosporsiempre.org,2025,fundacion-amigos-por-siempre.png,Fundación Amigos por Siempre.png,https://drive.google.com/file/d/1cv7Z1L3jwhHK-6skXZfpFVmzieekvtyK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1cv7Z1L3jwhHK-6skXZfpFVmzieekvtyK,
44,FUNDACIÓN AMPAROS,,,Socia,Organizaciones participantes,www.amparos.cl,"2024, 2025",fundacion-amparos.jpeg,Fundación Amparos.jpeg,https://drive.google.com/file/d/1kg-P2GUKSXwsE8sexz8o6GPQOYhEIIba/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1kg-P2GUKSXwsE8sexz8o6GPQOYhEIIba,
45,FUNDACIÓN BANCO DE ROPA,,,Socia,Organizaciones participantes,www.bancoderopa.cl,2025,fundacion-banco-de-ropa.png,Fundación Banco de Ropa.png,https://drive.google.com/file/d/1i22oyZfyZRLfwQN8cvaxijnwR-Ic9isL/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1i22oyZfyZRLfwQN8cvaxijnwR-Ic9isL,
46,FUNDACIÓN BASURA,,,Socia,Organizaciones participantes,https://www.fundacionbasura.org/,2026,fundacion-basura.png,Logotipo Color@4x.png,https://drive.google.com/file/d/1SkMBcetKd-akRML4FLkxmiuDdDAvZZR1/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SkMBcetKd-akRML4FLkxmiuDdDAvZZR1,
47,FUNDACIÓN BEATA LAURA VICUÑA,,,Socia,Organizaciones participantes,https://lauravicuna.org/flv/,2025,fundacion-beata-laura-vicuna.png,Fundación Beata Laura Vicuña.png,https://drive.google.com/file/d/1u5Z-7V4hqbxPm7TR5KQicAgvz2VoL5jN/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1u5Z-7V4hqbxPm7TR5KQicAgvz2VoL5jN,
48,FUNDACIÓN BETANIA ACOGE,,,Socia,Organizaciones participantes,www.betaniaacoge.cl,2025,fundacion-betania-acoge.jpg,Fundacion Betania Acoge.jpg,https://drive.google.com/file/d/1tSEcZWx-WnSRwijA77qi8tWI-VgtCQvU/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1tSEcZWx-WnSRwijA77qi8tWI-VgtCQvU,
49,FUNDACIÓN CAMBIEMOS LA HISTORIA,,,Socia,Organizaciones participantes,www.cambiemoslahistoria.cl,2025,fundacion-cambiemos-la-historia.pdf,Fundación Cambiemos La Historia.pdf,https://drive.google.com/file/d/1T_G3PgnqCg-GPjlFt4LsMXfarImp_1xj/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1T_G3PgnqCg-GPjlFt4LsMXfarImp_1xj,formato .pdf no es imagen web: convertir a PNG o pedir otro archivo
50,FUNDACIÓN CAMINATAS PASO A PASO,,,Socia,Organizaciones participantes,https://caminatas.cl/nuestros-servicios/,2025,fundacion-caminatas-paso-a-paso.jpg,Fundación Caminatas.jpg,https://drive.google.com/file/d/1RnOqXBkRZ6Sg5j7lKEp2m5qgQGNoUNN1/view?usp=sharing,https://drive.google.com/uc?export=download&id=1RnOqXBkRZ6Sg5j7lKEp2m5qgQGNoUNN1,
51,FUNDACIÓN CANDELARIA APOYA,,,Socia,Organizaciones participantes,https://www.candelariaapoya.org/,2025,fundacion-candelaria-apoya.jpeg,Fundación Candelaria Apoya.jpeg,https://drive.google.com/file/d/1uYY_8mD-Xtf5KKEuNFanbYrrFO8piyqW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1uYY_8mD-Xtf5KKEuNFanbYrrFO8piyqW,
52,FUNDACIÓN CASA INCLUSIVA,,,Socia,Organizaciones participantes,https://www.casainclusiva.cl/,2025,fundacion-casa-inclusiva.png,Casa Inclusiva.png,https://drive.google.com/file/d/13D21gWV75GbuqFbuVwzX9m1ATsnWTDMI/view?usp=drive_link,https://drive.google.com/uc?export=download&id=13D21gWV75GbuqFbuVwzX9m1ATsnWTDMI,
53,FUNDACIÓN CERRO NAVIA JOVEN,,,Socia,Organizaciones participantes,www.cnjoven.cl,2025,fundacion-cerro-navia-joven.jpeg,Fundación Cerro Navia Joven.jpeg,https://drive.google.com/file/d/1Pi3qfHPS2NE5Ixb-51GUCNbo50jO7fQy/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Pi3qfHPS2NE5Ixb-51GUCNbo50jO7fQy,
54,FUNDACIÓN CHILE UNIDO,,,Socia,Organizaciones participantes,www.chileunido.cl,2025,fundacion-chile-unido.jpg,Fundación Chile Unido.jpg,https://drive.google.com/file/d/13h33lEIo4sWYm25VzCsexJLhiEmCOoLv/view?usp=drive_link,https://drive.google.com/uc?export=download&id=13h33lEIo4sWYm25VzCsexJLhiEmCOoLv,
55,FADOP,,,Socia,Organizaciones participantes,www.fadop.cl,2024,fadop.jpg,LOGO FADOP VERTICAL (1).jpg,https://drive.google.com/file/d/1HNDF6lYP4JgBHyUTW3HF33CDrmWfHUVZ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HNDF6lYP4JgBHyUTW3HF33CDrmWfHUVZ,
56,FUNDACIÓN COANIL,,,Socia,Organizaciones participantes,www.coanil.cl,2025,fundacion-coanil.png,Fundación Coanil.png,https://drive.google.com/file/d/1f-Bs-IFU7vfoSDxhmPbW0kJtB7mJtw0o/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1f-Bs-IFU7vfoSDxhmPbW0kJtB7mJtw0o,
57,FUNDACIÓN COMUNIDA,,,Socia,Organizaciones participantes,https://www.comunida.cl/,"2024, 2025",fundacion-comunida.avif,Comunida.avif,https://drive.google.com/file/d/1rNCKaTyPzhsIybuZHuuw4CYZTyFjsyMG/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1rNCKaTyPzhsIybuZHuuw4CYZTyFjsyMG,formato .avif no es imagen web: convertir a PNG o pedir otro archivo
58,FUNDACIÓN COMUNIDAD Y SERVICIO NEWFIELD NETWORK,,,Socia,Organizaciones participantes,https://www.newfield.la/fundacion/,2025,fundacion-comunidad-y-servicio-newfield-network.jpg,Fundación Comunidad y Servicio.jpg,https://drive.google.com/file/d/13a4FWi2r-i_kvuHMu9_O2NSi_iuBacRK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=13a4FWi2r-i_kvuHMu9_O2NSi_iuBacRK,
59,FUNDACIÓN CONTRABAJO,,,Socia,Organizaciones participantes,www.fundacioncontrabajo.cl,2025,fundacion-contrabajo.webp,Fundación ConTrabajo.webp,https://drive.google.com/file/d/1yCvVf6YT5SR69mRV8zrrH3-ABryJ2JMX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1yCvVf6YT5SR69mRV8zrrH3-ABryJ2JMX,
60,FUNDACIÓN COSMOS,,,Socia,Organizaciones participantes,www.fundacioncosmos.cl,"2025, 2026",fundacion-cosmos.png,Fundación Cosmos horizontal.png Fundación Cosmos.png,https://drive.google.com/file/d/19LwZnaYQeklDGsXOdZyx0s_ODHwheNHA/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=19LwZnaYQeklDGsXOdZyx0s_ODHwheNHA,la celda nombra varios archivos; el enlace de Drive apunta a uno solo
61,FUNDACIÓN CREANDO EXPERIENCIAS,,,Socia,Organizaciones participantes,https://fundacioncreandoexperiencias.cl/,"2024, 2025",fundacion-creando-experiencias.svg,Fundacion creando experiencias positivas para la infancia.svg,https://drive.google.com/file/d/1GKis0S2XLZj8koDrcdlfTRGiudr6YdsO/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1GKis0S2XLZj8koDrcdlfTRGiudr6YdsO,
62,FUNDACIÓN CRECER,,,Socia,Organizaciones participantes,www.fundacioncrecer.cl,2024,fundacion-crecer.jpg,FUNDACIÓN CRECER.jpg,https://drive.google.com/file/d/1f3YcYPh5E3NrkiGk03iLsjrXAu5HMx8r/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1f3YcYPh5E3NrkiGk03iLsjrXAu5HMx8r,
63,FUNDACIÓN CRECIENDO CON ALERGIAS ALIMENTARIAS,,,Socia,Organizaciones participantes,www.creciendoconalergias.cl,"2024, 2025",fundacion-creciendo-con-alergias-alimentarias.png,Creciendo con Alergias.png,https://drive.google.com/file/d/1FIiSyG1tQBzOfHpMheXQJHbEXswKUeg7/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1FIiSyG1tQBzOfHpMheXQJHbEXswKUeg7,
64,FUNDACIÓN CRESCENDO,,,Socia,Organizaciones participantes,www.crescendo.cl,2025,fundacion-crescendo.svg,Fundación Crescendo.svg,https://drive.google.com/file/d/1lcncq6kpyWY9F2SbF4BdwRzPVJbpJj00/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1lcncq6kpyWY9F2SbF4BdwRzPVJbpJj00,
65,FUNDACIÓN JAVIER ARRIETA,,,Socia,Organizaciones participantes,https://www.javierarrieta.cl/,"2024, 2025",fundacion-javier-arrieta.pdf,Fundación Javier Arrieta.pdf,https://drive.google.com/file/d/1Le-usOvHOGjXx4VkYMbEunzqxfOahJnM/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Le-usOvHOGjXx4VkYMbEunzqxfOahJnM,formato .pdf no es imagen web: convertir a PNG o pedir otro archivo
66,FUNDACIÓN CRISTO ESPECIAL,,,Socia,Organizaciones participantes,https://www.fundacioncristoespecial.cl/,2025,fundacion-cristo-especial.jpg,Fundacion Cristo especial.jpg,https://drive.google.com/file/d/1QT8WF01IxbLGMj_2zmsMLVTs-6sx3_Qg/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1QT8WF01IxbLGMj_2zmsMLVTs-6sx3_Qg,
67,FUNDACIÓN CRISTO VIVE,,,Socia,Organizaciones participantes,www.fundacioncristovive.cl,"2024, 2025",fundacion-cristo-vive.png,Fundación Cristo Vive.png,https://drive.google.com/file/d/17HQWZh5yOvLuOAJZHTj7TmCX3zicNSfb/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=17HQWZh5yOvLuOAJZHTj7TmCX3zicNSfb,
68,FUNDACIÓN CUENTA CONMIGO,,,Socia,Organizaciones participantes,https://www.fundacioncuentaconmigo.cl/,2025,fundacion-cuenta-conmigo.png,Fundación Cuenta Conmigo.png,https://drive.google.com/file/d/1gttxFSrIrfNn9yh3fIgog-0RVq83xw9u/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1gttxFSrIrfNn9yh3fIgog-0RVq83xw9u,
69,FUNDACIÓN CULTURAL PAPAGENO,,,Socia,Organizaciones participantes,www.papageno.cl,"2024, 2025",fundacion-cultural-papageno.png,Fundación Cultural Papageno.png,https://drive.google.com/file/d/1J6DVuOa_aAi_oDb_sCUIxCVvpuoNJWKY/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1J6DVuOa_aAi_oDb_sCUIxCVvpuoNJWKY,
